duplicate_id,event_date,duplicate_mrn,original_mrn,source,department_id,department_name,service_line,contributory_factor_type,contributory_factors,primary_category,status,resolution_type,days_to_resolution,assigned_analyst,facility,patient_age_group,duplicate_score,investigation_time_minutes
5956,2025-06-30,27405171,49041209,Emergency Department,6,Radiology,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,Split,11,Ezri Rayne,HEALTH XPRESS MEDICAL CENTER LLC,Adult,84,57
5957,2026-02-05,13724398,27579449,Self-schedule,3,Urgent Care,Ambulatory,System Issue,Data synchronization issue,System/Interface,Resolved,KND,7,Meggie Rockey,PAGOSA SPRINGS FAMILY MEDICAL CENTER,Pediatric,80,159
5958,2026-02-24,55013073,55400975,Internal Registration,4,Specialty Clinics,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,KND,9,Luther Willshear,NAVY MEDICAL CENTER SAN DIEGO,Senior,94,69
5959,2024-09-27,79149207,37948669,Call Center,5,Laboratory,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,4,Rosanne Rushmer,JOHNS HOPKINS HOSPITAL,Senior,66,70
5960,2025-09-30,14359547,22135352,Self-schedule,5,Laboratory,Ancillary,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Merge,8,Rockey Youngman,"SOUTH JERSEY SPECIALTY HOSPITAL, INC",Adult,97,16
5961,2023-11-22,65955255,50895709,Internal Registration,1,Primary Care,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,KND,12,Neel Callum,SPARROW EATON HOSPITAL,Adult,89,67
5962,2024-11-27,44969056,90735314,Emergency Department,4,Specialty Clinics,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,1,Issie Boyland,MERCY MEDICAL CENTER,Pediatric,74,11
5963,2024-12-07,74130966,50938576,Call Center,4,Specialty Clinics,Ambulatory,Patient Input Error,Guardian entered own DOB,Date of Birth,Resolved,No Action Required,13,Francois Delafont,SYRINGA GENERAL HOSPITAL DISTRICT CIF,Pediatric,95,12
5964,2026-05-13,48572917,85998791,Self-schedule,5,Laboratory,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Pending Review,Pending,13,Wait Chattock,UCLA HOSPITAL DENTISTRY,Senior,68,110
5965,2023-09-06,87887805,57211654,Internal Registration,1,Primary Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,Split,15,Ely Matveiko,"CAPITAL INHOSPITAL CONSULTANTS AND INTERNAL MEDICINE, PA",Adult,83,53
5966,2024-12-18,89083691,97285497,Self-schedule,3,Urgent Care,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,Resolved,KND,14,Earlie Danniel,SOUTH BROWARD HOSPITAL DISTRICT,Adult,95,21
5967,2024-03-12,71996178,83450749,Referral,7,Inpatient,Inpatient,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,5,Arlana Pogue,CONVIVA MEDICAL CENTER MANAGEMENT LLC,Senior,100,9
5968,2025-02-03,11413113,14055141,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,3,Benedikt Tayloe,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF HENDERSON, LLC",Senior,100,137
5969,2024-07-04,26607418,97914403,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Name typo,Patient Name,Resolved,Merge,9,Lazaro Hestrop,RIVERSIDE MEDICAL CENTER,Adult,99,114
5970,2025-01-03,10816805,62588855,Internal Registration,6,Radiology,Ancillary,Registration Information,Duplicate registration attempt,Registration Process,Resolved,No Action Required,10,Gwynne Pindar,"BAXTER COUNTY REGIONAL HOSPITAL, INC",Adult,72,13
5971,2025-02-05,67537258,84773486,Referral,5,Laboratory,Ancillary,System Issue,Interface mapping error,System/Interface,Resolved,Split,11,Parsifal Ivasyushkin,GOOD SAMARITAN HOSPITAL CORVALLIS,Adult,83,15
5972,2024-07-04,97080604,6233090,Internal Registration,1,Primary Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,In Progress,Pending,3,Winona Panks,EISENHOWER MEDICAL CENTER,Pediatric,98,11
5973,2026-01-21,64666382,11011961,Patient Portal,5,Laboratory,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,Merge,9,Frants Saltsberg,NORTH WHEELER COUNTY HOSPITAL DISTRICT,Pediatric,94,42
5974,2024-04-11,50132061,32251851,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Merge,2,Justen Glasson,STARKE FAMILY MEDICAL CENTER INC,Adult,87,43
5975,2023-10-01,84165924,36838390,Self-schedule,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,5,Lannie Pesselt,CHRIST HOSPITAL,Adult,64,16
5976,2024-07-20,79292025,70132779,Call Center,6,Radiology,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,KND,13,Forrester Postins,CLEARSKY REHABILITATION HOSPITAL OF LAKE CITY LLC,Adult,88,74
5977,2024-09-05,20090157,9484335,Self-schedule,3,Urgent Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,7,Silvanus McGuckin,HUNTINGTON HOSPITAL ASSOCIATION,Adult,96,6
5978,2025-03-08,75079796,54547575,External Interface,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Pending Review,Pending,20,Celestyna Treadwell,COLUMBUS SPECIALTY HOSPITAL,Adult,87,9
5979,2024-03-11,6918265,26627914,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,2,Eolanda Mincher,"UNION HOSPITAL OF CECIL COUNTY, INC.",Senior,74,36
5980,2025-11-03,1666277,77825028,Self-schedule,5,Laboratory,Ancillary,System Issue,Interface mapping error,System/Interface,Resolved,Split,12,Tania Tejero,"PAWHUSKA HOSPITAL, INC.",Senior,88,37
5981,2024-11-24,79411114,64664664,Internal Registration,6,Radiology,Ancillary,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,4,Jud Pietersen,PROVIDENCE EVERETT MEDICAL CENTER,Pediatric,81,30
5982,2026-05-04,31114901,87795645,Self-schedule,1,Primary Care,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,KND,11,Clementine MacDuffie,BRONSON LAKEVIEW HOSPITAL,Senior,90,139
5983,2026-02-24,53855178,92547587,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,10,Diahann Heister,HEALING LANDS MEDICAL CENTER INC,Senior,87,66
5984,2025-02-06,91289414,19006069,Emergency Department,5,Laboratory,Ancillary,Registration Information,Missing insurance information,Insurance Information,Resolved,No Action Required,6,May Shaddick,MERCY MEMORIAL HOSPITAL CORPORATIO,Senior,82,6
5985,2024-08-09,89922525,40525585,Patient Portal,3,Urgent Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,10,Marge Olerenshaw,ALEXANDRIA HOSPITAL INC ACCOUNTING DEPT,Adult,76,145
5986,2026-01-22,3318189,97470257,Call Center,2,Emergency Department,Emergency,Workflow Issue,Skipped duplicate search,Workflow,Resolved,No Action Required,3,Zarla Lauridsen,HOSPITAL AUTHORITY OF WAYNE COUNTY GEORGIA,Senior,61,19
5987,2024-04-05,37007097,13102478,Referral,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Merge,6,Dixie Carlos,MONTEFIORE MEDICAL CENTER,Adult,80,8
5988,2024-08-09,59759981,22264172,Internal Registration,6,Radiology,Ancillary,Registration Information,Duplicate registration attempt,Registration Process,Resolved,KND,11,Daryl Kall,BELLIN MEMORIAL HOSPITAL INC,Pediatric,87,13
5989,2024-04-18,21193269,68460204,Internal Registration,1,Primary Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,Merge,12,Lorette Sivyour,COMMUNITY HEALTH MEDICAL CENTER LLC,Adult,95,25
5990,2023-10-08,72053310,99359012,External Interface,1,Primary Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,12,Glynda Lashbrook,JOSHUA MEDICAL CENTERS LLC,Pediatric,89,6
5991,2025-07-27,99780218,5431390,Self-schedule,3,Urgent Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,3,Ester Wankel,CHHS HOSPITAL COMPANY LLC,Adult,88,25
5992,2025-08-27,54022475,24809604,Self-schedule,1,Primary Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,Merge,1,Albie Fayerbrother,MAGNOLIA REGIONAL MEDICAL CENTER,Adult,93,139
5993,2024-10-31,48362187,51518924,Internal Registration,3,Urgent Care,Ambulatory,Patient Input Error,Guardian entered own name,Patient Name,Resolved,No Action Required,15,Arthur Ollerhead,CAPITAL REGION MEDICAL CENTER,Adult,98,19
5994,2023-11-09,98500925,12612950,Call Center,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,8,Dewie Bengochea,HOT SPRING COUNTY MEDICAL CENTER,Adult,99,8
5995,2025-01-03,59816334,58797064,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,4,Andromache Yersin,DALLAS COUNTY HOSPITAL DISTRICT,Adult,67,39
5996,2026-02-03,20915841,95245896,Call Center,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,In Progress,Pending,17,Ferdinande Kinloch,MARTIN ARMY COMMUNITY HOSPITAL,Adult,97,57
5997,2024-11-02,73328484,41299340,Emergency Department,6,Radiology,Ancillary,Patient Input Error,Guardian entered own DOB,Date of Birth,Resolved,Split,4,Ailyn Groucock,"ASANTE ASHLAND COMMUNITY HOSPITAL, LLC",Pediatric,64,25
5998,2026-03-07,12635223,35949693,Internal Registration,2,Emergency Department,Emergency,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Merge,15,Rollie Aland,EPIC MEDICAL CENTER,Adult,96,8
5999,2023-10-11,5295626,52472132,Call Center,4,Specialty Clinics,Ambulatory,System Issue,Data synchronization issue,System/Interface,Resolved,Merge,3,Marrissa Pinder,FAMILY HEALTH ASSOCIATES OF GEISINGER LEWISTOWN HOSPITAL,Senior,64,64
6000,2025-08-20,74032299,8779219,Emergency Department,6,Radiology,Ancillary,System Issue,Interface mapping error,System/Interface,Pending Review,Pending,2,Elwira Meeking,EMANUEL COUNTY HOSPITAL AUTHORITY,Adult,91,35
6001,2026-03-25,75115291,63462346,Internal Registration,1,Primary Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,Split,5,Lora McEvon,METHODIST MEDICAL CENTER OF ILLINOIS,Adult,94,6
6002,2024-08-15,95844964,62077858,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,6,Eugene Fellis,CHILDREN'S HOSPITAL COLORADO,Adult,92,50
6003,2025-04-22,42096529,36911278,Self-schedule,3,Urgent Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,In Progress,Pending,14,Gerry Cassella,"LION STAR NACOGDOCHES HOSPITAL, LLC",Pediatric,72,126
6004,2024-12-30,62307799,19933963,External Interface,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,Pending Review,Pending,1,Lyndel Cornwall,"CUMBERLAND FAMILY MEDICAL CENTER, INC.",Adult,98,44
6005,2025-01-30,14757315,7716716,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,10,Sim Bortolutti,BRIGHAM AND WOMEN'S HOSPITAL,Adult,85,142
6006,2025-04-17,61959675,54111982,Emergency Department,2,Emergency Department,Emergency,Data Entry Error,DOB typo,Date of Birth,Pending Review,Pending,4,Wilt Armitt,GRITMAN MEDICAL CENTER INC,Adult,91,202
6007,2023-11-06,96046927,43153157,Self-schedule,4,Specialty Clinics,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Split,10,Jimmie Jacques,VETERANS AFFIARS MEDICAL CENTER,Adult,87,8
6008,2024-07-31,96503465,27308654,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,Name typo,Patient Name,In Progress,Pending,29,Odelia Orwin,EVANSTON HOSPITAL CORPORATION,Adult,83,144
6009,2025-09-09,56662602,83218427,Internal Registration,5,Laboratory,Ancillary,Registration Information,Missing insurance information,Insurance Information,In Progress,Pending,16,Dulcie Sketch,CONWAY REGIONAL MEDICAL CENTER INC,Senior,66,11
6010,2025-04-01,40401367,44360868,Emergency Department,3,Urgent Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Merge,9,Normy Calvard,DLP CONEMAUGH MEMORIAL MEDICAL CENTER LLC,Adult,82,35
6011,2025-08-07,34125032,10766490,Patient Portal,8,Behavioral Health,Behavioral Health,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,3,Deidre Smalley,ACADIA-ST. LANDRY HOSPITAL SERVICE DISTRICT,Senior,97,59
6012,2023-10-30,87291228,21504948,Call Center,6,Radiology,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,4,Ricky Josuweit,LSUMC UNIVERSITY MEDICAL CENTER,Adult,55,14
6013,2025-09-07,50974186,16323556,Internal Registration,5,Laboratory,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,2,Corette Van Ross,NEUROLOGY ST FRANCIS MEDICAL CENTER,Pediatric,81,11
6014,2023-12-07,20311268,58360022,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,9,Thurstan Zannetti,LINCOLN COUNTY MEMORIAL HOSPITAL,Senior,97,24
6015,2023-09-04,13350581,42298313,Self-schedule,2,Emergency Department,Emergency,Workflow Issue,Skipped duplicate search,Workflow,Resolved,KND,5,Theodora Ollarenshaw,SATANTA DISTRICT HOSPITAL AND LONG-TERM CARE,Adult,86,14
6016,2024-02-18,79893579,89621514,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,4,Monah Botley,SELECT SPECIALTY HOSPITAL SPRINGFIELD INC,Adult,92,12
6017,2026-06-05,91836057,3221512,Patient Portal,5,Laboratory,Ancillary,System Issue,Interface mapping error,System/Interface,Resolved,Merge,12,Milka Clemence,UNIVERSITY HOSPITALS GENEVA MEDICAL CENTER,Senior,82,6
6018,2025-02-05,66431522,18996701,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Name typo,Patient Name,Resolved,KND,9,Kittie Doneld,"LAGS SPINE AND SPORTSCARE MEDICAL CENTERS, INC.",Adult,88,70
6019,2024-01-13,7399889,54281806,Emergency Department,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,14,Cathrine McParlin,FORREST CITY ARKANSAS HOSPITAL COMPANY LLC,Adult,95,109
6020,2024-11-06,12630115,33729120,Self-schedule,6,Radiology,Ancillary,System Issue,Data synchronization issue,System/Interface,Resolved,KND,6,Mozelle Kennford,"FAMILY MEDICAL CENTER, P.C.",Pediatric,96,51
6021,2025-07-05,6171837,88379378,Self-schedule,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,9,Karlan Pohl,MONTEFIORE MEDICAL CENTER,Adult,46,11
6022,2026-04-30,46749920,47636120,Self-schedule,7,Inpatient,Inpatient,System Issue,Interface mapping error,System/Interface,Resolved,Merge,11,Jackie Jacobs,BHC MESILLA VALLEY HOSPITAL LLC,Unknown,89,12
6023,2025-08-05,7565489,57523923,Patient Portal,3,Urgent Care,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,No Action Required,14,Abagail Castelin,"WHEELING HOSPITAL, INC.",Pediatric,81,66
6024,2026-02-08,21734453,90188661,Internal Registration,5,Laboratory,Ancillary,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Merge,15,Fred Aireton,MEDRANO MEDICAL CENTER INC,Adult,88,14
6025,2025-10-19,222297,87307324,Self-schedule,7,Inpatient,Inpatient,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,7,Milton Laffling,"OAK TREE HOSPITAL AT BAPTIST NORTHEAST, LLC",Pediatric,90,42
6026,2024-10-01,45798427,59102887,Self-schedule,1,Primary Care,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,No Action Required,2,Cally Niland,MAURY REGIONAL HOSPITAL MARSHALL MEDICAL CENTER,Senior,87,13
6027,2025-07-17,34660875,94598938,Self-schedule,3,Urgent Care,Ambulatory,System Issue,Interface mapping error,System/Interface,Resolved,KND,11,Selene Wyburn,"FAMILY MEDICAL CENTER OF MICHIGAN,INC",Adult,100,13
6028,2024-03-17,66345883,29439957,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,Incorrect address entry,Address,Pending Review,Pending,4,Wynny Oulet,BLESSING HOSPITAL,Adult,95,55
6029,2024-11-09,29595365,18427641,Referral,2,Emergency Department,Emergency,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,10,Frederique Twohig,TYRONE HOSPITAL,Pediatric,100,21
6030,2024-10-16,66416267,84366411,Patient Portal,8,Behavioral Health,Behavioral Health,Patient Input Error,Incorrect patient information,Other,Resolved,No Action Required,4,Karlee O'Crevy,"COLORADO HOSPITALIST SERVICES, PLLC",Adult,72,68
6031,2026-05-25,77003453,87346394,Emergency Department,7,Inpatient,Inpatient,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,6,Arlen Nevins,UNIVERSITY HOSPITALS OF CLEVELAND,Adult,77,6
6032,2026-02-06,96575217,64463179,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,In Progress,Pending,23,Gaylord Tash,BOSTON MEDICAL CENTER CORP,Adult,71,177
6033,2024-05-18,76423212,63139257,Self-schedule,8,Behavioral Health,Behavioral Health,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Merge,13,Abbi Pincott,ZAPATA MEDICAL CENTER,Adult,82,18
6034,2023-10-14,6619310,31369909,Self-schedule,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,9,Cinnamon Darington,NYU LANGONE MEDICAL CENTER,Adult,76,12
6035,2024-10-18,77807392,1081172,Call Center,8,Behavioral Health,Behavioral Health,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,10,Ripley Barefoot,PULASKI MEMORIAL HOSPITAL,Senior,93,210
6036,2023-09-24,91632234,15086603,Self-schedule,6,Radiology,Ancillary,System Issue,Data synchronization issue,System/Interface,Resolved,Split,15,Bevvy Arnaldy,MAXLIFE MEDICAL CENTER INC,Adult,89,35
6037,2025-08-25,35074783,79667867,Call Center,8,Behavioral Health,Behavioral Health,Data Entry Error,Incorrect address entry,Address,Resolved,KND,11,Carlee Skilbeck,OCEAN STAR PROFESSIONAL MEDICAL CENTER INC,Adult,93,134
6038,2024-07-28,50511133,59396040,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,KND,1,Guillemette Donkersley,HAMILTON COUNTY HOSPITAL DISTRICT,Pediatric,82,66
6039,2024-04-20,14815658,69736230,Self-schedule,5,Laboratory,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,11,Myles Estcourt,BOARD OF TRUSTEES OF HOWARD COMMUNITY HOSPITAL,Adult,93,24
6040,2024-09-11,30682550,52057884,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,10,Rodd Reed,PUNGO DISTRICT HOSPITAL CORPORATION,Adult,72,130
6041,2026-05-08,41159736,6331371,Internal Registration,8,Behavioral Health,Behavioral Health,Workflow Issue,Skipped duplicate search,Workflow,In Progress,Pending,15,Paulie Eddington,RIVERSBEND HOSPITALISTS P.C.,Adult,88,20
